index:ID,name,作   者,作者机构,关键词,期刊名称,i s s n,年卷期,页   码,摘   要,:LABEL
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40038,黄山栾树在枣庄市的表现与栽植技术,谭杰; ,枣庄市园林管理处; ,黄山栾树;  栽植技术;  表现; ,林业实用技术,1671-4938,2010 年 04 期,54-55,"2000-2008年,试验研究了黄山栾树在山东省枣庄地区的生长表现和栽植技术。结果表明,黄山栾树基本能够适应山东省枣庄地区的气候和环境条件,但在极端日平均气温低于-17℃的冬季,要注意幼树0～50cm处树干的防寒。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40039,枣落花落果原因分析及管理措施,张志刚;  周玉燕;  杨斌; ,甘肃省林业科学技术推广总站; ,枣;  落花落果;  管理措施; ,防护林科技,1005-5215,2016 年 12 期,82-83,"枣树萌芽晚、落叶早,落花落果现象严重,主要原因是树体营养水平差和不良的环境条件。因此在生产实践中,加强花期管理和改善枣园外界环境条件,可明显减轻落花落果,提高枣的品质和产量。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40040,大青枣在贵州的适应性及发展前景分析,周明强;  龚德勇;  班秀文; ,贵州省亚热带作物研究所; ,发展前景;  贵州;  大青枣;  适应性; ,贵州农业科学,1001-3601,2007 年 35 卷 05 期,133-135,"根据大青枣的生物学特性及对环境条件的要求,结合贵州南亚热带区域气候条件及自然资源状况,分析大青枣在贵州的区域适应性及发展前景,并提出发展建议和措施,为贵州发展大青枣种植提供参考。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40041,晋陕黄河沿岸红枣丰产栽培技术,杨明;  马光亮;  孙广明; ,黄河水土保持绥德治理监督局; ,,林业实用技术,1671-4938,2006 年 07 期,16-17,"晋陕黄河沿岸山区是我国水土流失最严重的地区之一,也是我国枣树栽培的起源地。该区红枣品种资源丰富,栽培历史悠久,红枣已成为当地发展农村经济的一项支柱性产业,同时,红枣在本区既是水土保持生态树种肩负着拦蓄径流泥沙的作用,又是区域经济开发主导产业,肩负着群众脱贫治富的重要作用。由于本区恶劣的自然环境条件再加上沿袭多年...",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40042,南方落叶果树栽培基础知识讲座 第十一讲 枣、柿栽培,黄麦平; ,西南农业大学; ,,中国南方果树,1007-1431,1999 年 03 期,,１对环境条件的要求１．１温度枣对温度适应性强，冬季能抗－３２．９℃严寒，夏季能耐４３℃高温。生长期要求较高温,枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40043,冬枣试管苗的过渡移栽技术,尹魁林;  张琼; ,山东省果树研究所;  山东省沾化县冬枣研究所; ,,中国南方果树,1007-1431,2014 年 43 卷 02 期,105-106+108,"试管苗为了适应栽植后剧烈变化的环境条件并进行自养,必须要有一个逐步锻炼和适应的过程,这个过程叫驯化炼苗,也称过渡移栽。沾化冬枣试管苗的过渡移栽,是将实验室成果转化为商品化生产的一个重要环节,掌握有关理论和技术十分必要。1刚出瓶的冬枣试管苗形态解剖及生理功能特征1.1根少且根毛少冬枣试管苗,不同于桃、甘薯等试管苗,其在培养基内生根少,而且着生根毛较少,甚至无根毛。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40044,枣树坐果技术,宋宪军; ,河南省新郑市枣树研究所; ,,烟台果树,1005-9938,1996 年 02 期,33,"枣树是多花树种,坐果率低,一般成熟果数仅为花朵总数的1～2％。如果树体本身营养条件失调和遇到不良外界环境条件的影响,坐果率会更低,常常是满树花,半树果。有的年份还会出现花而不实,影响产量的稳定和提高。 枣花坐果需要三个条件:一是要求树体有良好的营养条件;二是要求树体营养生长和生殖生长协调;三是要有利于授粉受精和适于开花生果的环境条件。现介绍4种提高枣树坐果率技术。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40045,沾化冬枣对栽培环境有啥要求-兼答宁夏读者卫冬强,李业民;  郭庆宏;  李云; ,山东省沾化县气象局;  沾化县冬枣产业办公室; ,种植者;  宁夏;  晚熟;  栽培环境;  读者;  沾化冬枣; ,山西果树,1005-345X,2011 年 005 期,63,"沾化冬枣因其口感极佳及晚熟而深受种植者欢迎,但在引种时应注意其对环境条件的要求.",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40046,红枣矮化密植丰产栽培技术,陈建华; ,农二师三十四团林管站; ,,新疆农垦科技,1001-361X,2010 年 33 卷 04 期,24-26,"1园地、苗木与栽植密度的选择1.1园地的选择枣树适应性强,对环境条件要求不太严格,但新建枣园园地的选择应尽量满足枣树生长发育对环境条件的要求,因此应选择排水良好、渗透性强、通气好、地下水位较低的砂土、沙壤土、壤土。≥15℃积温在3 600℃以上,无霜期≥170 d的地区最适宜种植。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40047,影响枣裂果因子的研究进展,卢华英; ,山西农业大学园艺学院; ,"因子,研究方法;  枣;  裂果; ",现代园艺,1006-4958,2007 年 09 期,46-49,"枣果实具有较高的营养价值和经济价值,深受国内外消费者的欢迎。然而,枣果实裂果的发生使果实失去商品价值,造成巨大的经济损失。因此,裂果是枣树生产中亟待解决问题之一。关于裂果发生机制,国内外学者主要从形态解剖特征、环境条件、矿质营养等方面进行了研究。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40048,甘肃枣产业发展研究,李鸿杰; ,甘肃林业职业技术学院; ,枣;  可行性分析;  产业现状;  生态学特性; ,经济林研究,1003-8981,2003 年 21 卷 03 期,96-98,"枣是原产于中国的特有经济林树种,具有很高的经济价值。通过系统分析了甘肃省自然环境条件、枣树的生态学特性以及甘肃省产业的现状,论证了在甘肃省发展枣的可行性,对甘肃省农业产业结构调整提供建议。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40049,冬枣高产优质栽培技术研究,仝敬云;  张杰; ,山西省永济市农业委员会;  山西省永济市国营林场; ,栽培技术;  高产;  冬枣; ,绿色科技,1674-9944,2013 年 02 期,77-78,"分析了冬枣生长对环境条件的要求,并在此基础上提出了冬枣的高产优质栽培技术要点。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40050,枣果冷藏保鲜试验研究,续九如;  李华;  王继贵;  刘士月;  安靖; ,北京林业大学; ,枣果;  贮藏效果;  环境条件;  冷藏保鲜试验;  药物处理;  消毒方法; ,河南林业科技,1003-2630,1995 年 000 卷 003 期,7月10日,"对11个枣树品种进行了鲜果冷藏保鲜试验,证明不同品种贮藏效果不同.以耐贮性中等的金丝小枣为试材,采用多种消毒方法和保鲜处理.证明不同处理与对照冷藏效果差异不明显,说明金丝小枣保鲜贮藏的技术关键是低温、高湿的环境条件,药物处理可以简化.",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40051,冬枣贮藏病害及其防治措施,孔令云; ,垦利县林业局; ,储藏条件;  防治措施;  冬枣;  贮藏病害; ,安徽农学通报,1007-7731,2008 年 14 卷 12 期,80+85,"该文阐述了冬枣贮藏期间发生的生理性病害和侵染性病害症状,以及田间综合预防、采后处理和控制贮藏环境条件等防治措施.",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40052,三种药肥在骏枣上的应用,余金红;  成磊;  鲁建英;  龙坤;  刘海朋; ,新疆农二师农业技术推广站;  新疆农二师三十三团林业工作站;  新疆农二师三十一团; ,,西北园艺(果树),1004-4183,2011 年 03 期,40-41,"新疆农二师三十三团地处塔克拉玛干大沙漠东北边缘,虽是大枣适生区,但当地干旱多风、高温少雨、土壤沙化盐碱化严重等环境条件,对大枣生长极为不利。我们于2005年引进山西骏枣试栽,发...",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40053,沾化冬枣高产优质的气候条件分析,朱天征; ,滨州市气象局; ,气候条件;  高产优质;  冬枣; ,山东气象,1005-0582,2002 年 22 卷 01 期,37-39,"通过分析沾化冬枣生育期适宜的气候条件 ,研究影响冬枣产量和质量的主要气象因素 ,结果表明 ,冬枣的高产优质与当地适宜的气候、环境条件密不可分...",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40054,遵义甜枣和蚂蚁枣在山东泰安的引种试验,单公华;  张琼;  周广芳;  许林;  王国斌; ,山东省果树研究所;  广饶县林业局; ,引种表现;  遵义甜枣;  泰安;  蚂蚁枣; ,落叶果树,1002-2910,2010 年 42 卷 01 期,22-23,"1984年引进贵州遵义甜枣和安徽蚂蚁枣进行试栽。结果表明,遵义甜枣具有突出的早实、丰产、稳产特性,是一个良好的选育种材料;蚂蚁枣不裂果,无果实病害,较丰产,是优良的鲜食品种。二品种可在山东内陆地区及相似气候环境条件区域栽培。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40055,神木沙地日光温室早脆王枣栽培技术,武娜; ,神木市农村能源技术推广站; ,早脆王;  栽培技术;  沙地;  日光温室; ,农村经济与科技,1007-7103,2019 年 17 期,63-64,"神木红枣主要以制干品种木枣为主,因成熟期雨水频繁形成裂果烂果,造成严重的经济损失。利用日光温室栽培可以人为调节枣树生长发育的环境条件,达到人工控制的目标,选择早脆王可以补充神木红枣栽培中没有鲜食枣的空档。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40056,干枣的贮藏方法,吴曼; ,,,河北农业科技,1003-6288,2008 年 02 期,51,"干枣贮藏比较容易。一般来说,低温、干燥是干枣贮藏的基本条件。低温是减少枣果中维生素C损失的主要手段,干燥环境条件不利于微生物的繁殖、活动,只要有良好的贮藏环境并注意防止虫害和鼠害,一般能保存1a以上。根据贮量大小其具体方法可分为...",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40057,“早脆王”枣树栽培与管理技术,郭宝生; ,山西省永和县林业局; ,栽培;  早脆王枣树;  技术;  管理; ,山西林业,1005-4707,2010 年 04 期,27-28,"本文介绍了鲜食枣树品种""早脆王""的突出特点、形态特征和枝芽特性、物候期和对环境条件的要求以及栽植技术,对于推广这一新的品种具有重要的参考价值。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40058,怎样提高枣树座果率,卫雨润; ,运城农校; ,,农业科技信息,1006-9739,1994 年 03 期,20-21,"枣树座果率低是枣树生产中存在的一个重要问题,影响座果的主要原因,一是秋季贮藏养分少,二是枣树花量过大,消耗营养过多,三是长期环境条件不适宜。为了有效...",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40059,枣树座果技术,宋宪军; ,新郑市枣树研究所; ,,新疆农垦科技,1001361X,1996 年 03 期,,枣树座果技术宋宪军（新郑市枣树研究所，河南省新郑市４５１１５０）枣树是多花树种，座果率低，常常是满树花、半树果。有的成熟果数仅为花朵总数的１％～２％。如果树体本身营养条件失调和遇到不良外界环境条件的影响，座果率会更低。有的年份还会出现花而不实，影响产...,枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40060,枣树座果技术,宋宪军; ,河南省新郑市枣树研究所; ,,四川农业科技,10041028,1996 年 03 期,,枣树座果技术枣树是多花树种，座果率低，一般成熟果数仅为花朵总数的１％－２％．如果树体本身营养条件失调和遇到不良外界环境条件的影响，座果率会更低，常常是满树花，半树果．有的年份还会出现花而不实，影响产量的稳定和提高．枣树座果需要三个条件,枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40061,枣树坐果技术,宋宪军; ,河南省新郑市枣树研究所; ,,甘肃农业科技,10011463,1996 年 08 期,,枣树坐果技术河南省新郑市枣树研究所（新郑４５１１５０）宋宪军枣树是多花树种，座果率低，一般成熟果数仅为花朵总数的１％～２％。如果树体本身营养条件失调和遇到不良外界环境条件的影响，座果率会更低，常常是满树花，半树果。有的年份还会出现花而不实，影响产量的...,枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40062,鲁枣无土栽培的应用及发展方向,夏树让; ,,枣树;  土壤栽培;  增产潜力;  无土栽培;  有效解;  应用;  土壤环境;  根系; ,中国果菜,1008-1038,2011 年 009 期,2月3日,"鲜枣无土栽培是以人为制造的枣树根系环境取代土壤环境,以有效解决传统土壤栽培中难以解决的水分、空气、养分的供应矛盾,使鲜枣根系处于最适宜的环境条件,从而充分发挥枣树的增产潜力.",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40063,冬枣无公害高产优质生产技术,刘京涛;  刘合昌;  徐兴学;  单尚东; ,,栽培技术;  无公害防治;  生产环境; ,中国果菜,1008-1038,2006 年 06 期,12月13日,"从无公害冬枣的生产环境条件、育苗、园地建设及栽后栽培管理和病虫防治等几方面阐述了无公害冬枣的高产优质技术要点,对提高枣果产量和改善枣果品质具有一定的指导作用。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40064,《优质核桃、石榴、板栗、枣-无公害丰产栽培》,,,生态学特征;  无公害栽培;  中国农业科学院郑州果树研究所;  枣;  板栗;  核桃;  优质;  研究人员;  丰产栽培;  石榴; ,果农之友,1671-7759,2006 年 000 卷 006 期,46,"由中国农业科学院郑州果树研究所和国内有关单位的研究人员、专家学者编著.四种新书分别介绍优质核桃、石榴、板栗、枣等无公害栽培现状及产业化方向,各种品种的生物学与生态学特征特性,优质核桃、石榴、板栗、枣无公害栽培对环境条件的要求...",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40065,怎样提高枣树的座果率,宋空军; ,新郑市枣树研究所; ,,河南科技,10035168,1996 年 04 期,,怎样提高枣树的座果率新郑市枣树研究所宋空军枣树是多花树种，座果率低，一般成熟果数仅为花朵总数的１—２％。如果树体本身营养条件失调和遇到不良外界环境条件的影响，座果率会更低，常常是满树花，半村果。有的年份还会出现花而不实，影响产量的稳定和提高。枣花座果...,枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40066,西山焦枣增产技术,疏贵平; ,,技术总结;  枣树;  光照强度;  西山;  月平均温度;  制约因素;  生长期;  环境条件;  栽培管理;  抗逆性; ,安徽林业科技,2095-0152,2007 年 004 期,43,"西山焦枣耐寒、耐旱、耐瘠薄,耐盐碱,抗逆性强,但栽培管理不易.现将栽培技术总结如下.一、环境条件的要求1.温度.温度是西山焦枣栽培的一个重要制约因素.西山焦枣在月平均温度达到15~20℃时开始发芽,22~25℃时进入盛花期;而果实迅速生长期(7月下旬~8月下旬)要求24~25℃以上的温度,且昼夜温差要大.2.光照.枣树喜光,对光照强度的要求较高.",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40067,寒冷地区大棚冬枣的栽培技术,车日桃; ,大同市林业技术推广站; ,栽培技术;  寒冷地区;  Ziziphus jujuba;  简易大棚;  冬枣; ,林业科技通讯,1671-4938,2016 年 08 期,53-55,"介绍了大棚冬枣(Ziziphus jujuba cv.‘Dongzao’)的扣棚时间以及大棚枣树的树种选择、树形的控制等一系列的技术措施和实践经验,详述了棚内温度控制和通风要领、棚内温度控制的重要阶段及根据季节天气情况和枣树不同物候期对环境条件的要求,灵活掌握通风时间、通风大小、通风部位和大棚冬枣的保花、保果技术,肥水管理、病虫害防治等重要技术要领。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40068,红枣酒的开发,王正泽; ,东川市葡萄酒厂; ,葡萄;  生产;  葡果酒;  红枣; ,酿酒科技,1001-9286,1993 年 02 期,61,枣果营养丰富，用途广泛。枣树对环境条件适应力强，易于栽培。据分析检测,枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40069,北枣南栽的几点思考,刘赫; ,,,中国果菜,1008-1038,2008 年 01 期,24,"北方鲜食红枣以其较强的适应各种环境条件的存活能力,以其无明显休眠限制,边进行营养生长,边进行花芽分化,当年连续开花,多次挂果的生理特性,成为我国鲜果生产中的一个新亮点。在广西、云南、重庆等地已经取得成功的栽植经验和显著的经济效益。在海南省栽植北方鲜食红枣,比在全国任何地区栽植,都具有得天独厚的优越条件。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40070,冬枣无公害主要病虫害防治,李新良; ,大荔县林防站; ,病虫害;  防治;  冬枣; ,陕西农业科学,0488-5368,2012 年 58 卷 04 期,280-281,"综合运用农业、人工、物理、生物、化学等各种防治措施和生态调控手段,改善枣树生态环境,创造不利于病虫害滋生的环境条件,既能使病虫害得到有效控制,又能达到生产无公害优质冬枣的目的。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40071,日光温室红枣丰产栽培要点,王田利; ,甘肃省灵台县无公害旱作农业科技示范园区管委会; ,,河北果树,1006-9402,2003 年 06 期,30-31,"红枣成花容易,进入结果期早。温室栽培时,花期环境可人为控制,创造有利坐果的环境条件,有利提高坐果率,提高产量,而且提早成熟期,经济效益明显增加。1 合理选种 温室栽培红枣应注意选择果皮薄、肉质清脆多...",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40072,植物生长调节物质在冬枣树上的应用,武婷;  武之新;  李清国; ,河北省沧州市农林科学院; ,,西北园艺(果树),1004-4183,2010 年 03 期,11月12日,"冬枣树生长发育过程也要受外界环境条件(如水分、阳光、土壤、温度等)的影响和内部遗传因素的控制。作为一项非常有效的辅助措施,合理应用植物生长调节物质,能够帮助提高冬枣的品质与产量。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40073,金丝小枣无公害综合生产技术,苏娜; ,滨州市滨城区林业局; ,金丝小枣;  科学建园;  无公害生产; ,现代园艺,1006-4958,2016 年 11 期,60-62,"在金丝小枣的生产中,通过选择立地、灌溉、环境条件,科学建园管理,综合治理病虫害,能够使果实达到无公害标准,尤其是在病虫害防治方面,以物理防治和生物防治为主,化学防治允许使用生物源农药,具有明显的防控作用。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40074,鲜枣无土栽培的应用及发展方向,夏树让; ,,,中国果菜,1008-1038,2011 年 09 期,2月3日,"鲜枣无土栽培是以人为制造的枣树根系环境取代土壤环境,以有效解决传统土壤栽培中难以解决的水分、空气、养分的供应矛盾,使鲜枣根系处于最适宜的环境条件,从而充分发挥枣树的增产潜力。1、国外无土栽培的发展概况...",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40075,冬枣无公害栽培标准化示范园建园技术,张智英;  张旺林;  马振军;  姚桂霞;  崔鹤宇; ,河北省沧州市林业科学研究所河北省黄骅市林业局;  河北省黄骅市林业局;  沧州市林业科学研究所; ,标准;  建园;  冬枣;  无公害; ,现代农村科技,1674-5329,2014 年 04 期,45,"本文对示范园园地的土壤条件、环境条件、位置选择、建园前规划、品种选择、苗木质量及栽培方法进行了讲述,全面阐述了无公害冬枣标准化示范园的建园技术。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40076,提高枣树坐果率的主要技术措施,苏丽艳;  刘金柱;  陆云奎;  王静; ,河北省玉田县玉田镇农技站;  河北省迁安市林业局; ,,特种经济动植物,1001-4713,2010 年 13 卷 05 期,49-50,"枣树是多花树种,但受树体营养和环境条件的影响,落花落果现象十分严重,如果不采取技术措施,采收果率仅为0.69%～2.6%。提高枣树的坐果率,除了要加强肥水管理、提高树体的营养水平、增强枣树自身结果的能力外,采取一定的技术措施,对提高枣树的...",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40077,红枣栽培管理技术,古力娜; ,新疆林业科学院; ,,新疆农业科技,1007-3574,2007 年 05 期,41,"枣树原产于我国,有6个变种,近700个品种,是一种耐干旱、耐盐碱、适应性强、经济效益较高的农产品树种。1红枣对环境条件的要求枣树喜温,休眠期抵抗低温能力强,对湿润和干燥的气候都能适应,是一种生命力较强的树种之一。枣树对土壤适应性较强,在酸性土和碱性土均能生长。",枣树建园
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D40078,和顺县山地丘陵枣树建园技术研究,王晓丽; ,和顺县林业局; ,和顺县;  山地丘陵;  枣树建园; ,山西林业,1005-4707,2020 年 003 期,34-35,"枣树是我国传统的经济林树种,适宜太行山区栽培.从品种选择、园地选择、栽培方式、栽植密度、园地整理、苗木定植及定植后管理等方面介绍了和顺县山地丘陵区枣树建园技术.",枣树建园
